epoch,lr-AdamW/pg1,lr-AdamW/pg2,step,test_mae_epoch,test_mse_epoch,train_loss,valid_mae_epoch,valid_mse_epoch
,1.0026746218526137e-07,1.0026746218526137e-07,1199,,,,,
,1.0026746218526137e-07,1.0026746218526137e-07,1199,,,,,
,1.0026746218526137e-07,1.0026746218526137e-07,1199,,,,,
,1.0026746218526137e-07,1.0026746218526137e-07,1199,,,,,
,1.0026746218526137e-07,1.0026746218526137e-07,1199,,,,,
,1.0026746218526137e-07,1.0026746218526137e-07,1199,,,,,
,1.0026746218526137e-07,1.0026746218526137e-07,1199,,,,,
,1.0026746218526137e-07,1.0026746218526137e-07,1199,,,,,
,1.0026746218526137e-07,1.0026746218526137e-07,1199,,,,,
,1.0026746218526137e-07,1.0026746218526137e-07,1199,,,,,
92,,,1199,,,0.07770649343729019,,
92,,,1208,,,,0.5398371815681458,0.43131348490715027
93,,,1221,,,,0.5398456454277039,0.4313206374645233
94,,,1234,,,,0.5387846231460571,0.43005144596099854
95,,,1247,,,,0.5386778712272644,0.43024423718452454
,7.408024438709898e-07,7.408024438709898e-07,1249,,,,,
,7.408024438709898e-07,7.408024438709898e-07,1249,,,,,
,7.408024438709898e-07,7.408024438709898e-07,1249,,,,,
,7.408024438709898e-07,7.408024438709898e-07,1249,,,,,
,7.408024438709898e-07,7.408024438709898e-07,1249,,,,,
,7.408024438709898e-07,7.408024438709898e-07,1249,,,,,
,7.408024438709898e-07,7.408024438709898e-07,1249,,,,,
,7.408024438709898e-07,7.408024438709898e-07,1249,,,,,
,7.408024438709898e-07,7.408024438709898e-07,1249,,,,,
,7.408024438709898e-07,7.408024438709898e-07,1249,,,,,
,7.408024438709898e-07,7.408024438709898e-07,1249,,,,,
,7.408024438709898e-07,7.408024438709898e-07,1249,,,,,
,7.408024438709898e-07,7.408024438709898e-07,1249,,,,,
,7.408024438709898e-07,7.408024438709898e-07,1249,,,,,
,7.408024438709898e-07,7.408024438709898e-07,1249,,,,,
,7.408024438709898e-07,7.408024438709898e-07,1249,,,,,
96,,,1249,,,0.06821345537900925,,
96,,,1260,,,,0.5438330173492432,0.43683671951293945
97,,,1273,,,,0.5353482961654663,0.42645207047462463
98,,,1286,,,,0.540084719657898,0.43194353580474854
,2.698550579393319e-06,2.698550579393319e-06,1299,,,,,
,2.698550579393319e-06,2.698550579393319e-06,1299,,,,,
,2.698550579393319e-06,2.698550579393319e-06,1299,,,,,
99,,,1299,,,0.06526991724967957,,
99,,,1299,,,,0.5399243235588074,0.43286916613578796
100,,,1300,0.4334568679332733,0.2863960564136505,,,
